age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
0.5890410958904109, Private, HS-grad,0.5333333333333333, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,0.2755102040816326, United-States, <=50K
0.30136986301369856, Local-gov, Bachelors,0.8, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,0.5, United-States, >50K
0.2876712328767123, Private, HS-grad,0.5333333333333333, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,0.5510204081632653, United-States, >50K
0.547945205479452, Private, Bachelors,0.8, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,0.39795918367346933, United-States, <=50K
0.27397260273972607, Private, Some-college,0.6, Separated, Prof-specialty, Unmarried, White, Male,0.0,0.0,0.39795918367346933, United-States, <=50K
0.5068493150684932, Local-gov, Masters,0.8666666666666667, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,0.5, United-States, >50K
0.1232876712328767, Private, Bachelors,0.8, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,0.7040816326530611, United-States, <=50K
0.0821917808219178, Private, Bachelors,0.8, Never-married, Other-service, Own-child, White, Male,0.0,0.0,0.39795918367346933, United-States, <=50K
0.3972602739726027, Local-gov, Assoc-acdm,0.7333333333333334, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,0.39795918367346933, United-States, <=50K
0.0547945205479452, Private, Preschool,0.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,0.5, Mexico, <=50K
0.27397260273972607, Self-emp-not-inc, Assoc-acdm,0.7333333333333334, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.02105021050210502,0.0,0.5, United-States, <=50K
0.0273972602739726, Private, HS-grad,0.5333333333333333, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,0.39795918367346933, United-States, <=50K
0.1917808219178082, Private, Bachelors,0.8, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,0.39795918367346933, United-States, >50K
0.3698630136986301, State-gov, Bachelors,0.8, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,0.4591836734693877, United-States, >50K
0.0, Private, 11th,0.4, Never-married, Sales, Unmarried, White, Female,0.0,0.0,0.11224489795918367, Poland, <=50K
0.3150684931506849, Federal-gov, Assoc-acdm,0.7333333333333334, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,0.39795918367346933, United-States, >50K
0.3698630136986301, Private, Masters,0.8666666666666667, Separated, Exec-managerial, Unmarried, White, Female,0.0,0.0,0.19387755102040813, United-States, <=50K
0.2328767123287671, State-gov, Bachelors,0.8, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,0.44897959183673464, United-States, >50K
0.0136986301369863, Private, Some-college,0.6, Never-married, Prof-specialty, Own-child, Black, Female,0.0,0.3677685950413223,0.39795918367346933, Cambodia, <=50K
0.2876712328767123, Local-gov, HS-grad,0.5333333333333333, Divorced, Protective-serv, Not-in-family, White, Male,0.0,0.0,0.5612244897959183, United-States, <=50K
0.0273972602739726, Private, Some-college,0.6, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,0.19387755102040813, United-States, <=50K
0.3698630136986301, Private, Masters,0.8666666666666667, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,0.2346938775510204, Iran, <=50K
0.1232876712328767, Private, Some-college,0.6, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,0.39795918367346933, United-States, <=50K
0.30136986301369856, Private, Bachelors,0.8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.15024150241502415,0.0,0.6020408163265305, United-States, >50K
0.2876712328767123, Private, HS-grad,0.5333333333333333, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,0.39795918367346933, United-States, <=50K
0.2876712328767123, Private, Bachelors,0.8, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,0.39795918367346933, United-States, >50K
0.2602739726027397, Private, Bachelors,0.8, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.39967860422405876,0.39795918367346933, United-States, <=50K
0.3150684931506849, State-gov, Prof-school,0.9333333333333333, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,0.37755102040816324, United-States, >50K
0.1095890410958904, Private, HS-grad,0.5333333333333333, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,0.5, Mexico, <=50K
0.32876712328767127, Private, Some-college,0.6, Divorced, Sales, Own-child, White, Male,0.021740217402174022,0.0,0.44897959183673464, United-States, <=50K
0.0273972602739726, Private, Some-college,0.6, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,0.2959183673469387, United-States, <=50K
0.0136986301369863, Private, 11th,0.4, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,0.24489795918367346, United-States, <=50K
0.2328767123287671, Private, HS-grad,0.5333333333333333, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,0.19387755102040813, United-States, <=50K
0.0547945205479452, Private, Some-college,0.6, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,0.24489795918367346, United-States, <=50K
0.1506849315068493, Private, Some-college,0.6, Separated, Handlers-cleaners, Not-in-family, Black, Male,0.0,0.0,0.39795918367346933, United-States, <=50K
0.1643835616438356, Private, Assoc-voc,0.6666666666666666, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.4331955922865014,0.47959183673469385, United-States, >50K
0.32876712328767127, Private, Bachelors,0.8, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,0.5, United-States, >50K
0.1643835616438356, Self-emp-inc, HS-grad,0.5333333333333333, Separated, Prof-specialty, Other-relative, White, Male,0.0,0.0,0.24489795918367346, United-States, <=50K
0.136986301369863, Private, Masters,0.8666666666666667, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,0.44897959183673464, United-States, <=50K
0.0958904109589041, Private, Assoc-voc,0.6666666666666666, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,0.39795918367346933, Guatemala, <=50K
0.547945205479452, Self-emp-not-inc, Prof-school,0.9333333333333333, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,0.2959183673469387, United-States, >50K
0.0547945205479452, Private, Some-college,0.6, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,0.39795918367346933, United-States, <=50K
0.6301369863013697, Private, Some-college,0.6, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,0.2959183673469387, United-States, <=50K
0.27397260273972607, Local-gov, Some-college,0.6, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,0.6020408163265305, United-States, <=50K
0.3972602739726027, Private, Bachelors,0.8, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,0.39795918367346933, Philippines, <=50K
0.3972602739726027, Private, HS-grad,0.5333333333333333, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,0.39795918367346933, United-States, <=50K
0.0958904109589041, Private, Some-college,0.6, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,0.39795918367346933, United-States, <=50K
0.5890410958904109, Private, HS-grad,0.5333333333333333, Married-spouse-absent, Other-service, Unmarried, White, Female,0.0,0.0,0.19387755102040813, United-States, <=50K
0.0136986301369863, Private, HS-grad,0.5333333333333333, Never-married, Handlers-cleaners, Other-relative, White, Female,0.0,0.0,0.2755102040816326, United-States, <=50K
0.7123287671232876, Private, HS-grad,0.5333333333333333, Widowed, Adm-clerical, Unmarried, White, Male,0.0,0.0,0.07142857142857142, United-States, <=50K
0.1506849315068493, Private, Some-college,0.6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,0.4183673469387755, United-States, <=50K
0.4520547945205479, Self-emp-inc, Masters,0.8666666666666667, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,0.5510204081632653, United-States, <=50K
0.0, Private, 11th,0.4, Never-married, Sales, Own-child, White, Female,0.0,0.0,0.08163265306122448, United-States, <=50K
0.1506849315068493, Private, Bachelors,0.8, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,0.39795918367346933, United-States, <=50K
0.2876712328767123, Private, HS-grad,0.5333333333333333, Divorced, Craft-repair, Own-child, White, Male,0.0,0.0,0.39795918367346933, United-States, <=50K
0.46575342465753417, Private, Some-college,0.6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,0.39795918367346933, United-States, <=50K
0.0547945205479452, Private, 12th,0.4666666666666667, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,0.39795918367346933, United-States, <=50K
0.1232876712328767, Private, HS-grad,0.5333333333333333, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,0.39795918367346933, United-States, <=50K
0.3424657534246575, Private, 5th-6th,0.13333333333333336, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,0.6020408163265305, United-States, <=50K
0.2191780821917808, Private, Bachelors,0.8, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,0.6020408163265305, United-States, >50K
0.547945205479452, Private, HS-grad,0.5333333333333333, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,0.39795918367346933, United-States, >50K
0.3150684931506849, Private, HS-grad,0.5333333333333333, Married-civ-spouse, Craft-repair, Wife, White, Female,0.0,0.37373737373737376,0.44897959183673464, United-States, <=50K
0.5205479452054793, Self-emp-inc, Some-college,0.6, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,0.39795918367346933, United-States, >50K
0.1506849315068493, Self-emp-inc, Some-college,0.6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,0.7040816326530611, United-States, <=50K
0.27397260273972607, Private, Some-college,0.6, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,0.2959183673469387, United-States, <=50K
0.1780821917808219, Private, 10th,0.33333333333333337, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0.0,0.0,0.39795918367346933, Vietnam, <=50K
0.1643835616438356, Private, Some-college,0.6, Divorced, Prof-specialty, Own-child, White, Female,0.0,0.0,0.3571428571428571, United-States, <=50K
0.0821917808219178, Private, 9th,0.26666666666666666, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,0.39795918367346933, United-States, <=50K
0.2876712328767123, Private, Some-college,0.6, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,0.3571428571428571, United-States, >50K
0.0136986301369863, Private, 10th,0.33333333333333337, Never-married, Other-service, Own-child, White, Male,0.0,0.0,0.1020408163265306, United-States, <=50K
0.1780821917808219, Private, 10th,0.33333333333333337, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,0.39795918367346933, United-States, <=50K
0.3835616438356165, Self-emp-inc, Some-college,0.6, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,0.2959183673469387, United-States, <=50K
0.4383561643835617, Private, Bachelors,0.8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,0.39795918367346933, United-States, <=50K
